#PROJECT_DESCRIPTION=New experiment for element analysis of apples
#ALTERNATIVE_NAME=
#INVESTIGATOR=
#CONTACT=
#MANAGER=
#EXP QVGVNE1:Q_EXPERIMENTAL_DESIGN:{Q_SECONDARY_NAME=2018-05-15_UVB134679}
#EXP QVGVNE2:Q_SAMPLE_EXTRACTION:{Q_SECONDARY_NAME=2018-05-15-258852}
Identifier	SAMPLE TYPE	SPACE	EXPERIMENT	Q_SECONDARY_NAME	PARENT	Q_PRIMARY_TISSUE	Q_TISSUE_DETAILED	Q_ADDITIONAL_INFO	Q_NCBI_ORGANISM	Q_SAMPLE_TYPE	Q_EXTERNALDB_ID	Condition: genotype	Condition: phenotype	Condition: species	Condition: extraction_time	Condition: growth_medium
QVGVN305AT	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; colour ; Escherichia coli ; extract2 ; medium2	QVGVN089AV					SMALLMOLECULES		gen2	colour	Escherichia coli	extract2	medium2
QVGVN306A3	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; colour ; Escherichia coli ; extract2 ; medium3	QVGVN090A0					SMALLMOLECULES		gen2	colour	Escherichia coli	extract2	medium3
QVGVN307AB	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; colour ; Brassica oleracea var. viridis ; extract1 ; medium1	QVGVN091A8					SMALLMOLECULES		gen2	colour	Brassica oleracea var. viridis	extract1	medium1
QVGVN308AJ	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; colour ; Brassica oleracea var. viridis ; extract1 ; medium2	QVGVN092AG					SMALLMOLECULES		gen2	colour	Brassica oleracea var. viridis	extract1	medium2
QVGVN309AR	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; colour ; Brassica oleracea var. viridis ; extract1 ; medium3	QVGVN093AO					SMALLMOLECULES		gen2	colour	Brassica oleracea var. viridis	extract1	medium3
QVGVN310AU	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; colour ; Brassica oleracea var. viridis ; extract2 ; medium1	QVGVN094AW					SMALLMOLECULES		gen2	colour	Brassica oleracea var. viridis	extract2	medium1
QVGVN311A4	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; colour ; Brassica oleracea var. viridis ; extract2 ; medium2	QVGVN095A6					SMALLMOLECULES		gen2	colour	Brassica oleracea var. viridis	extract2	medium2
QVGVN312AC	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; colour ; Brassica oleracea var. viridis ; extract2 ; medium3	QVGVN096AE					SMALLMOLECULES		gen2	colour	Brassica oleracea var. viridis	extract2	medium3
QVGVN313AK	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; volume ; Cavia aperea ; extract1 ; medium1	QVGVN097AM					SMALLMOLECULES		gen2	volume	Cavia aperea	extract1	medium1
QVGVN314AS	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; volume ; Cavia aperea ; extract1 ; medium2	QVGVN098AU					SMALLMOLECULES		gen2	volume	Cavia aperea	extract1	medium2
QVGVN315A2	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; volume ; Cavia aperea ; extract1 ; medium3	QVGVN099A4					SMALLMOLECULES		gen2	volume	Cavia aperea	extract1	medium3
QVGVN316AA	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; volume ; Cavia aperea ; extract2 ; medium1	QVGVN100AB					SMALLMOLECULES		gen2	volume	Cavia aperea	extract2	medium1
QVGVN317AI	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; volume ; Cavia aperea ; extract2 ; medium2	QVGVN101AJ					SMALLMOLECULES		gen2	volume	Cavia aperea	extract2	medium2
QVGVN318AQ	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; volume ; Cavia aperea ; extract2 ; medium3	QVGVN102AR					SMALLMOLECULES		gen2	volume	Cavia aperea	extract2	medium3
QVGVN319A0	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; volume ; Rosa wichurana ; extract1 ; medium1	QVGVN103A1					SMALLMOLECULES		gen2	volume	Rosa wichurana	extract1	medium1
QVGVN320A3	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; volume ; Rosa wichurana ; extract1 ; medium2	QVGVN104A9					SMALLMOLECULES		gen2	volume	Rosa wichurana	extract1	medium2
QVGVN321AB	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; volume ; Rosa wichurana ; extract1 ; medium3	QVGVN105AH					SMALLMOLECULES		gen2	volume	Rosa wichurana	extract1	medium3
QVGVN322AJ	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; volume ; Rosa wichurana ; extract2 ; medium1	QVGVN106AP					SMALLMOLECULES		gen2	volume	Rosa wichurana	extract2	medium1
QVGVN323AR	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; volume ; Rosa wichurana ; extract2 ; medium2	QVGVN107AX					SMALLMOLECULES		gen2	volume	Rosa wichurana	extract2	medium2
QVGVN324A1	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; volume ; Rosa wichurana ; extract2 ; medium3	QVGVN108A7					SMALLMOLECULES		gen2	volume	Rosa wichurana	extract2	medium3
QVGVN325A9	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; volume ; Escherichia coli ; extract1 ; medium1	QVGVN109AF					SMALLMOLECULES		gen2	volume	Escherichia coli	extract1	medium1
QVGVN326AH	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; volume ; Escherichia coli ; extract1 ; medium2	QVGVN110AI					SMALLMOLECULES		gen2	volume	Escherichia coli	extract1	medium2
QVGVN327AP	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; volume ; Escherichia coli ; extract1 ; medium3	QVGVN111AQ					SMALLMOLECULES		gen2	volume	Escherichia coli	extract1	medium3
QVGVN328AX	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; volume ; Escherichia coli ; extract2 ; medium1	QVGVN112A0					SMALLMOLECULES		gen2	volume	Escherichia coli	extract2	medium1
QVGVN329A7	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; volume ; Escherichia coli ; extract2 ; medium2	QVGVN113A8					SMALLMOLECULES		gen2	volume	Escherichia coli	extract2	medium2
QVGVN330AA	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; volume ; Escherichia coli ; extract2 ; medium3	QVGVN114AG					SMALLMOLECULES		gen2	volume	Escherichia coli	extract2	medium3
QVGVN331AI	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; volume ; Brassica oleracea var. viridis ; extract1 ; medium1	QVGVN115AO					SMALLMOLECULES		gen2	volume	Brassica oleracea var. viridis	extract1	medium1
QVGVN332AQ	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; volume ; Brassica oleracea var. viridis ; extract1 ; medium2	QVGVN116AW					SMALLMOLECULES		gen2	volume	Brassica oleracea var. viridis	extract1	medium2
QVGVN333A0	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; volume ; Brassica oleracea var. viridis ; extract1 ; medium3	QVGVN117A6					SMALLMOLECULES		gen2	volume	Brassica oleracea var. viridis	extract1	medium3
QVGVN334A8	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; volume ; Brassica oleracea var. viridis ; extract2 ; medium1	QVGVN118AE					SMALLMOLECULES		gen2	volume	Brassica oleracea var. viridis	extract2	medium1
QVGVN335AG	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; volume ; Brassica oleracea var. viridis ; extract2 ; medium2	QVGVN119AM					SMALLMOLECULES		gen2	volume	Brassica oleracea var. viridis	extract2	medium2
QVGVN336AO	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; volume ; Brassica oleracea var. viridis ; extract2 ; medium3	QVGVN120AP					SMALLMOLECULES		gen2	volume	Brassica oleracea var. viridis	extract2	medium3
QVGVN337AW	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; weigh ; Cavia aperea ; extract1 ; medium1	QVGVN121AX					SMALLMOLECULES		gen2	weigh	Cavia aperea	extract1	medium1
QVGVN338A6	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; weigh ; Cavia aperea ; extract1 ; medium2	QVGVN122A7					SMALLMOLECULES		gen2	weigh	Cavia aperea	extract1	medium2
QVGVN339AE	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; weigh ; Cavia aperea ; extract1 ; medium3	QVGVN123AF					SMALLMOLECULES		gen2	weigh	Cavia aperea	extract1	medium3
QVGVN340AH	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; weigh ; Cavia aperea ; extract2 ; medium1	QVGVN124AN					SMALLMOLECULES		gen2	weigh	Cavia aperea	extract2	medium1
QVGVN341AP	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; weigh ; Cavia aperea ; extract2 ; medium2	QVGVN125AV					SMALLMOLECULES		gen2	weigh	Cavia aperea	extract2	medium2
QVGVN342AX	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; weigh ; Cavia aperea ; extract2 ; medium3	QVGVN126A5					SMALLMOLECULES		gen2	weigh	Cavia aperea	extract2	medium3
QVGVN343A7	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; weigh ; Rosa wichurana ; extract1 ; medium1	QVGVN127AD					SMALLMOLECULES		gen2	weigh	Rosa wichurana	extract1	medium1
QVGVN344AF	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; weigh ; Rosa wichurana ; extract1 ; medium2	QVGVN128AL					SMALLMOLECULES		gen2	weigh	Rosa wichurana	extract1	medium2
QVGVN345AN	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; weigh ; Rosa wichurana ; extract1 ; medium3	QVGVN129AT					SMALLMOLECULES		gen2	weigh	Rosa wichurana	extract1	medium3
QVGVN346AV	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; weigh ; Rosa wichurana ; extract2 ; medium1	QVGVN130AW					SMALLMOLECULES		gen2	weigh	Rosa wichurana	extract2	medium1
QVGVN347A5	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; weigh ; Rosa wichurana ; extract2 ; medium2	QVGVN131A6					SMALLMOLECULES		gen2	weigh	Rosa wichurana	extract2	medium2
QVGVN348AD	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; weigh ; Rosa wichurana ; extract2 ; medium3	QVGVN132AE					SMALLMOLECULES		gen2	weigh	Rosa wichurana	extract2	medium3
QVGVN349AL	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; weigh ; Escherichia coli ; extract1 ; medium1	QVGVN133AM					SMALLMOLECULES		gen2	weigh	Escherichia coli	extract1	medium1
QVGVN350AO	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; weigh ; Escherichia coli ; extract1 ; medium2	QVGVN134AU					SMALLMOLECULES		gen2	weigh	Escherichia coli	extract1	medium2
QVGVN351AW	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; weigh ; Escherichia coli ; extract1 ; medium3	QVGVN135A4					SMALLMOLECULES		gen2	weigh	Escherichia coli	extract1	medium3
QVGVN352A6	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; weigh ; Escherichia coli ; extract2 ; medium1	QVGVN136AC					SMALLMOLECULES		gen2	weigh	Escherichia coli	extract2	medium1
QVGVN353AE	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; weigh ; Escherichia coli ; extract2 ; medium2	QVGVN137AK					SMALLMOLECULES		gen2	weigh	Escherichia coli	extract2	medium2
QVGVN354AM	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; weigh ; Escherichia coli ; extract2 ; medium3	QVGVN138AS					SMALLMOLECULES		gen2	weigh	Escherichia coli	extract2	medium3
QVGVN355AU	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; weigh ; Brassica oleracea var. viridis ; extract1 ; medium1	QVGVN139A2					SMALLMOLECULES		gen2	weigh	Brassica oleracea var. viridis	extract1	medium1
QVGVN356A4	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; weigh ; Brassica oleracea var. viridis ; extract1 ; medium2	QVGVN140A5					SMALLMOLECULES		gen2	weigh	Brassica oleracea var. viridis	extract1	medium2
QVGVN357AC	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; weigh ; Brassica oleracea var. viridis ; extract1 ; medium3	QVGVN141AD					SMALLMOLECULES		gen2	weigh	Brassica oleracea var. viridis	extract1	medium3
QVGVN358AK	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; weigh ; Brassica oleracea var. viridis ; extract2 ; medium1	QVGVN142AL					SMALLMOLECULES		gen2	weigh	Brassica oleracea var. viridis	extract2	medium1
QVGVN359AS	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; weigh ; Brassica oleracea var. viridis ; extract2 ; medium2	QVGVN143AT					SMALLMOLECULES		gen2	weigh	Brassica oleracea var. viridis	extract2	medium2
QVGVN360AV	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; weigh ; Brassica oleracea var. viridis ; extract2 ; medium3	QVGVN144A3					SMALLMOLECULES		gen2	weigh	Brassica oleracea var. viridis	extract2	medium3
QVGVN361A5	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; colour ; Cavia aperea ; extract1 ; medium1	QVGVN145AB					SMALLMOLECULES		gen3	colour	Cavia aperea	extract1	medium1
QVGVN362AD	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; colour ; Cavia aperea ; extract1 ; medium2	QVGVN146AJ					SMALLMOLECULES		gen3	colour	Cavia aperea	extract1	medium2
QVGVN363AL	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; colour ; Cavia aperea ; extract1 ; medium3	QVGVN147AR					SMALLMOLECULES		gen3	colour	Cavia aperea	extract1	medium3
QVGVN364AT	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; colour ; Cavia aperea ; extract2 ; medium1	QVGVN148A1					SMALLMOLECULES		gen3	colour	Cavia aperea	extract2	medium1
QVGVN365A3	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; colour ; Cavia aperea ; extract2 ; medium2	QVGVN149A9					SMALLMOLECULES		gen3	colour	Cavia aperea	extract2	medium2
QVGVN366AB	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; colour ; Cavia aperea ; extract2 ; medium3	QVGVN150AC					SMALLMOLECULES		gen3	colour	Cavia aperea	extract2	medium3
QVGVN367AJ	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; colour ; Rosa wichurana ; extract1 ; medium1	QVGVN151AK					SMALLMOLECULES		gen3	colour	Rosa wichurana	extract1	medium1
QVGVN368AR	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; colour ; Rosa wichurana ; extract1 ; medium2	QVGVN152AS					SMALLMOLECULES		gen3	colour	Rosa wichurana	extract1	medium2
QVGVN369A1	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; colour ; Rosa wichurana ; extract1 ; medium3	QVGVN153A2					SMALLMOLECULES		gen3	colour	Rosa wichurana	extract1	medium3
QVGVN370A4	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; colour ; Rosa wichurana ; extract2 ; medium1	QVGVN154AA					SMALLMOLECULES		gen3	colour	Rosa wichurana	extract2	medium1
QVGVN371AC	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; colour ; Rosa wichurana ; extract2 ; medium2	QVGVN155AI					SMALLMOLECULES		gen3	colour	Rosa wichurana	extract2	medium2
QVGVN372AK	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; colour ; Rosa wichurana ; extract2 ; medium3	QVGVN156AQ					SMALLMOLECULES		gen3	colour	Rosa wichurana	extract2	medium3
QVGVN373AS	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; colour ; Escherichia coli ; extract1 ; medium1	QVGVN157A0					SMALLMOLECULES		gen3	colour	Escherichia coli	extract1	medium1
QVGVN374A2	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; colour ; Escherichia coli ; extract1 ; medium2	QVGVN158A8					SMALLMOLECULES		gen3	colour	Escherichia coli	extract1	medium2
QVGVN375AA	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; colour ; Escherichia coli ; extract1 ; medium3	QVGVN159AG					SMALLMOLECULES		gen3	colour	Escherichia coli	extract1	medium3
QVGVN376AI	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; colour ; Escherichia coli ; extract2 ; medium1	QVGVN160AJ					SMALLMOLECULES		gen3	colour	Escherichia coli	extract2	medium1
QVGVN377AQ	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; colour ; Escherichia coli ; extract2 ; medium2	QVGVN161AR					SMALLMOLECULES		gen3	colour	Escherichia coli	extract2	medium2
QVGVN378A0	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; colour ; Escherichia coli ; extract2 ; medium3	QVGVN162A1					SMALLMOLECULES		gen3	colour	Escherichia coli	extract2	medium3
QVGVN379A8	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; colour ; Brassica oleracea var. viridis ; extract1 ; medium1	QVGVN163A9					SMALLMOLECULES		gen3	colour	Brassica oleracea var. viridis	extract1	medium1
QVGVN380AB	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; colour ; Brassica oleracea var. viridis ; extract1 ; medium2	QVGVN164AH					SMALLMOLECULES		gen3	colour	Brassica oleracea var. viridis	extract1	medium2
QVGVN381AJ	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; colour ; Brassica oleracea var. viridis ; extract1 ; medium3	QVGVN165AP					SMALLMOLECULES		gen3	colour	Brassica oleracea var. viridis	extract1	medium3
QVGVN382AR	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; colour ; Brassica oleracea var. viridis ; extract2 ; medium1	QVGVN166AX					SMALLMOLECULES		gen3	colour	Brassica oleracea var. viridis	extract2	medium1
QVGVN383A1	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; colour ; Brassica oleracea var. viridis ; extract2 ; medium2	QVGVN167A7					SMALLMOLECULES		gen3	colour	Brassica oleracea var. viridis	extract2	medium2
QVGVN384A9	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; colour ; Brassica oleracea var. viridis ; extract2 ; medium3	QVGVN168AF					SMALLMOLECULES		gen3	colour	Brassica oleracea var. viridis	extract2	medium3
QVGVN385AH	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; volume ; Cavia aperea ; extract1 ; medium1	QVGVN169AN					SMALLMOLECULES		gen3	volume	Cavia aperea	extract1	medium1
QVGVN386AP	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; volume ; Cavia aperea ; extract1 ; medium2	QVGVN170AQ					SMALLMOLECULES		gen3	volume	Cavia aperea	extract1	medium2
QVGVN387AX	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; volume ; Cavia aperea ; extract1 ; medium3	QVGVN171A0					SMALLMOLECULES		gen3	volume	Cavia aperea	extract1	medium3
QVGVN388A7	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; volume ; Cavia aperea ; extract2 ; medium1	QVGVN172A8					SMALLMOLECULES		gen3	volume	Cavia aperea	extract2	medium1
QVGVN389AF	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; volume ; Cavia aperea ; extract2 ; medium2	QVGVN173AG					SMALLMOLECULES		gen3	volume	Cavia aperea	extract2	medium2
QVGVN390AI	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; volume ; Cavia aperea ; extract2 ; medium3	QVGVN174AO					SMALLMOLECULES		gen3	volume	Cavia aperea	extract2	medium3
QVGVN391AQ	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; volume ; Rosa wichurana ; extract1 ; medium1	QVGVN175AW					SMALLMOLECULES		gen3	volume	Rosa wichurana	extract1	medium1
QVGVN392A0	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; volume ; Rosa wichurana ; extract1 ; medium2	QVGVN176A6					SMALLMOLECULES		gen3	volume	Rosa wichurana	extract1	medium2
QVGVN393A8	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; volume ; Rosa wichurana ; extract1 ; medium3	QVGVN177AE					SMALLMOLECULES		gen3	volume	Rosa wichurana	extract1	medium3
QVGVN394AG	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; volume ; Rosa wichurana ; extract2 ; medium1	QVGVN178AM					SMALLMOLECULES		gen3	volume	Rosa wichurana	extract2	medium1
QVGVN395AO	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; volume ; Rosa wichurana ; extract2 ; medium2	QVGVN179AU					SMALLMOLECULES		gen3	volume	Rosa wichurana	extract2	medium2
QVGVN396AW	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; volume ; Rosa wichurana ; extract2 ; medium3	QVGVN180AX					SMALLMOLECULES		gen3	volume	Rosa wichurana	extract2	medium3
QVGVN397A6	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; volume ; Escherichia coli ; extract1 ; medium1	QVGVN181A7					SMALLMOLECULES		gen3	volume	Escherichia coli	extract1	medium1
QVGVN398AE	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; volume ; Escherichia coli ; extract1 ; medium2	QVGVN182AF					SMALLMOLECULES		gen3	volume	Escherichia coli	extract1	medium2
QVGVN399AM	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; volume ; Escherichia coli ; extract1 ; medium3	QVGVN183AN					SMALLMOLECULES		gen3	volume	Escherichia coli	extract1	medium3
QVGVN400AT	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; volume ; Escherichia coli ; extract2 ; medium1	QVGVN184AV					SMALLMOLECULES		gen3	volume	Escherichia coli	extract2	medium1
QVGVN401A3	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; volume ; Escherichia coli ; extract2 ; medium2	QVGVN185A5					SMALLMOLECULES		gen3	volume	Escherichia coli	extract2	medium2
QVGVN402AB	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; volume ; Escherichia coli ; extract2 ; medium3	QVGVN186AD					SMALLMOLECULES		gen3	volume	Escherichia coli	extract2	medium3
QVGVN403AJ	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; volume ; Brassica oleracea var. viridis ; extract1 ; medium1	QVGVN187AL					SMALLMOLECULES		gen3	volume	Brassica oleracea var. viridis	extract1	medium1
QVGVN404AR	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; volume ; Brassica oleracea var. viridis ; extract1 ; medium2	QVGVN188AT					SMALLMOLECULES		gen3	volume	Brassica oleracea var. viridis	extract1	medium2
QVGVN405A1	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; volume ; Brassica oleracea var. viridis ; extract1 ; medium3	QVGVN189A3					SMALLMOLECULES		gen3	volume	Brassica oleracea var. viridis	extract1	medium3
QVGVN406A9	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; volume ; Brassica oleracea var. viridis ; extract2 ; medium1	QVGVN190A6					SMALLMOLECULES		gen3	volume	Brassica oleracea var. viridis	extract2	medium1
QVGVN407AH	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; volume ; Brassica oleracea var. viridis ; extract2 ; medium2	QVGVN191AE					SMALLMOLECULES		gen3	volume	Brassica oleracea var. viridis	extract2	medium2
QVGVN408AP	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; volume ; Brassica oleracea var. viridis ; extract2 ; medium3	QVGVN192AM					SMALLMOLECULES		gen3	volume	Brassica oleracea var. viridis	extract2	medium3
QVGVN409AX	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; weigh ; Cavia aperea ; extract1 ; medium1	QVGVN193AU					SMALLMOLECULES		gen3	weigh	Cavia aperea	extract1	medium1
QVGVN410A2	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; weigh ; Cavia aperea ; extract1 ; medium2	QVGVN194A4					SMALLMOLECULES		gen3	weigh	Cavia aperea	extract1	medium2
QVGVN411AA	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; weigh ; Cavia aperea ; extract1 ; medium3	QVGVN195AC					SMALLMOLECULES		gen3	weigh	Cavia aperea	extract1	medium3
QVGVN412AI	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; weigh ; Cavia aperea ; extract2 ; medium1	QVGVN196AK					SMALLMOLECULES		gen3	weigh	Cavia aperea	extract2	medium1
QVGVN413AQ	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; weigh ; Cavia aperea ; extract2 ; medium2	QVGVN197AS					SMALLMOLECULES		gen3	weigh	Cavia aperea	extract2	medium2
QVGVN414A0	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; weigh ; Cavia aperea ; extract2 ; medium3	QVGVN198A2					SMALLMOLECULES		gen3	weigh	Cavia aperea	extract2	medium3
QVGVN415A8	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; weigh ; Rosa wichurana ; extract1 ; medium1	QVGVN199AA					SMALLMOLECULES		gen3	weigh	Rosa wichurana	extract1	medium1
QVGVN416AG	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; weigh ; Rosa wichurana ; extract1 ; medium2	QVGVN200AH					SMALLMOLECULES		gen3	weigh	Rosa wichurana	extract1	medium2
QVGVN417AO	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; weigh ; Rosa wichurana ; extract1 ; medium3	QVGVN201AP					SMALLMOLECULES		gen3	weigh	Rosa wichurana	extract1	medium3
QVGVN418AW	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; weigh ; Rosa wichurana ; extract2 ; medium1	QVGVN202AX					SMALLMOLECULES		gen3	weigh	Rosa wichurana	extract2	medium1
QVGVN419A6	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; weigh ; Rosa wichurana ; extract2 ; medium2	QVGVN203A7					SMALLMOLECULES		gen3	weigh	Rosa wichurana	extract2	medium2
QVGVN420A9	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; weigh ; Rosa wichurana ; extract2 ; medium3	QVGVN204AF					SMALLMOLECULES		gen3	weigh	Rosa wichurana	extract2	medium3
QVGVN421AH	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; weigh ; Escherichia coli ; extract1 ; medium1	QVGVN205AN					SMALLMOLECULES		gen3	weigh	Escherichia coli	extract1	medium1
QVGVN422AP	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; weigh ; Escherichia coli ; extract1 ; medium2	QVGVN206AV					SMALLMOLECULES		gen3	weigh	Escherichia coli	extract1	medium2
